"No","Title","News","outcome"
"187","Saham BBCA Jadi Motor Penggerak IHSG","Bisnis.com, JAKARTAâ€”Penguatan harga saham PT Bank Central Asia Tbk menjadi penggerak utama Indeks Harga Saham Gabungan (IHSG) di tengah penantian keputusan suku bunga The Fed dan Bank Indonesia yang hampir bersamaan. Saham emiten dengan ticker BBCA itu menguat 325 poin di level 24.250 pada penutupan perdagangan sesi I Rabu (26/9). Adapun industri keuangan menjadi leading sector dengan penguatan 10,53 poin dan menjadikan saham BBCA terdepan sebagai pendorong IHSG. Selain perkembangan stabilitas nilai tukar rupiah, data kenaikan suku bunga dan inflasi akan menjadi perhatian utama investor yang membayangi kinerja pasar pada hari ini. Diperkirakan Bank Indonesia akan kembali menaikkan suku bunga acuannya mengingat probabilitas kenaikan suku bunga The Fed cukup kuat pada FOMC meeting September 2018. Sementara itu, perkembangan ketegangan perang dagang AS dan China mulai mereda dan kenaikan tren harga komoditas turut meredam volatilitas pasar. Saat ini, saham BBCA memiliki valuasi harga premium dengan price to book value sebesar 4,3 kali (di atas rata-rata historis 5 tahun dengan price to book value 4 kali). Bahkan saham BBCA juga terbilang lebih mahal atau mengalami overvalued apabila dibandingkan dengan indeks sektor keuangan dengan price to book value sebesar 1,87 kali. Secara teknikal analisis, pola hammer candlestick pada saham BBCA menunjukkan sinyal bullish reversal pada perdagangan hari ini. Indikator stochastic oscillator mengalami cross over dengan relative strength index yang netral. Pergerakan saham BBCA terlihat breakout MA 50 dan mencoba menguat menuju 24.360 dengan menguji MA20 sebagai resistance terdekat. Diperkirakan pergerakan saham BBCA dalam rentang 23.780 â€“ 24.280 dalam perdagangan hari ini.  *) Anida ul Masruroh, analis Bisnis Indonesia Resources Center","positif"
"188","BBCA Pendorong Utama IHSG Pada Akhir Sesi I","Bisnis.com, JAKARTA â€“ Penguatan sejumlah saham mendorong Indeks Harga Saham Gabungan (IHSG) mempertahankan reboundnya pada akhir sesi I perdagangan hari ini, Rabu (18/7/2018). IHSG naik 0,34% atau 19,73 poin ke level 5.881,24 pada akhir sesi I, setelah mulai rebound saat dibuka di zona hijau dengan kenaikan 0,13% atau 7,36 poin di level 5.868,87. Pada perdagangan Selasa (17/7), IHSG berakhir melemah 0,74% atau 43,65 poin di level 5.861,51. Sepanjang perdagangan hari ini, IHSG bergerak pada level 5.868,83 â€“ 5.899,65. Berdasarkan data Bloomberg, sebanyak 209 saham menguat, 138 saham melemah, dan 250 saham stagnan dari 597 saham yang terdaftar di Bursa Efek Indonesia. Saham PT Bank Central Asia Tbk. (BBCA) yang naik 1,43% menjadi pendorong utama terhadap penguatan IHSG pada akhir sesi I, berikut empat saham lainnya berdasarkan nilai kapitalisasi pasar (lihat tabel). Enam dari sembilan indeks sektoral IHSG menetap di zona hijau dengan support utama sektor tambang (+1,98%) dan infrastruktur (+1,19%). Adapun, sektor perdagangan yang turun 1,30% memimpin koreksi di antara tiga sektor lainnya. Adapun saham DSSA (+16,93%), ADRO (+3,69%), ITMG (+3%), dan INCO (+0,92%) menjadi pendorong utama terhadap penguatan sektor tambang pada indeks sektoral IHSG siang ini. Berikut rincian saham pada IHSG: Lima saham pendorong utama berdasarkan kapitalisasi pasar: Kode Perubahan BBCA +1,43% TLKM +1,02% DSSA +16,93% ADRO +3,69% ASII +0,75% Lima saham terkuat berdasarkan persentase:  Kode Perubahan TCPI +22,02% DSSA +16,93% INDR +16,05% NUSA +13,39% CSIS +11,26%","positif"
"189","Ditopang Saham BBCA, Indeks Bisnis27 Menguat 1,08% di Sesi I","Bisnis.com, JAKARTA â€“ Pergerakan indeks Bisnis27 menguat pada akhir sesi I perdagangan hari ini, Rabu (6/12/2017). Indeks Bisnis27 berakhir menguat 1,08% atau 5,84 poin ke level 549,33 setelah pagi tadi indeks dibuka menguat 0,45% atau 3,20 poin di posisi 543,94. Adapun pada perdagangan Selasa (5/12) pekan lalu, indeks berakhir menguat 0,60% atau 3,22 poin di level 540,27. Sebanyak 19 saham bergerak menguat, 6 saham melemah, dan 2 saham stagnan dari 27 saham anggota indeks Bisnis27. Saham PT Bank Central Asia Tbk. (BBCA) yang menguat 1,31% menjadi pendorong utama penguatan indeks Bisnis27 di akhir sesi I, diikuti saham PT Bank Negara Indonesia Tbk. (BBNI) yang menguat 1,48%. Indeks Bisnis 27 merupakan indeks yang terdiri dari 27 saham perusahaan tercatat yang dipilih berdasarkan kriteria fundamental, teknikal atau likuiditas transaksi dan akuntabilitas dan tata kelola perusahaan. Sejalan dengan Bisnis 27, indeks harga saham gabungan (IHSG) menguat 0,66% atau 39,60 poin ke level 6.040,07 di akhir sesi I. Pagi tadi IHSG dibuka naik tipis 0,03% atau 2,07 poin di level 6.002,54, setelah pada Selasa (5/12) berakhir dengan kenaikan hanya 0,04% atau 2,28 poin di level 6.000,47. Sepanjang perdagangan hari ini, IHSG bergerak di kisaran 6.001,09 - 6.044,33. Sebanyak 158 saham menguat, 166 saham melemah, dan 241 saham stagnan dari 565 saham yang terdaftar di Bursa Efek Indonesia. Tujuh dari sembilan indeks sektoral IHSG bergerak positif dengan support utama sektor aneka industri (+1,80%) dan konsumer (+1,12%). Adapun sektor tambang cenderung stagnan dan sektor infrastruktur melemah 0,57%. Berikut adalah harga saham Bisnis27 di akhir sesi I : Kode Nama Perusahaan Harga (Rp) AALI PT Astra Agro Lestari Tbk 13450 ADRO PT Adaro Energy Tbk 1785 AKRA PT AKR Corporindo Tbk 6125 ASII PT Astra International Tbk 8375 BBCA PT Bank Central Asia Tbk 21275 BBNI PT Bank Negara Indonesia Tbk 8575 BBRI PT Bank Rakyat Indonesia Tbk 3430 BDMN PT Bank Danamon Indonesia Tbk 5200 BMRI PT Bank Mandiri Tbk 7475 BMTR PT Global Mediacom Tbk 570 BSDE PT Bumi Serpong Damai Tbk 1590 CPIN PT Charoen Pokphand Indonesia Tbk 2900 GGRM PT Gudang Garam Tbk 80900 ICBP PT Indofood CBP Sukses Makmur Tbk 8775 INCO PT Vale Indonesia Tbk 2680 INDF PT Indofood Sukses Makmur Tbk 7350 INTP PT Indocement Tunggal Prakarsa Tbk 18800 ITMG PT Indo Tambangraya Megah Tbk 21375 KLBF PT Kalbe Farma Tbk 1625 LPKR PT Lippo Karawaci Tbk 550 MNCN PT Media Nusantara Citra Tbk 1340 PGAS PT Perusahaan Gas Negara Tbk 1600 PTBA PT Tambang Batubara Bukit Asam Tbk 11150 SCMA PT Surya Citra Media Tbk 2380 SMGR PT Semen Indonesia Tbk 9450 TLKM PT Telekomunikasi Indonesia Tbk 4200 UNTR PT United Tractors Tbk 32575  Sumber: Bloomberg","positif"
"190","Saham BBCA Topang Indeks Bisnis27 Menguat di Akhir Sesi I","Bisnis.com, JAKARTA â€“ Indeks Bisnis27 terpantau mempertahankan rebound di zona hijau pada akhir sesi I perdagangan hari ini, Rabu (15/11/2017). Indeks Bisnis 27 merupakan indeks yang terdiri dari 27 saham perusahaan tercatat yang dipilih berdasarkan kriteria fundamental, teknikal atau likuiditas transaksi dan akuntabilitas dan tata kelola perusahaan. Indeks Bisnis27 naik 0,23% atau 1,23 poin ke posisi 531,03 di jeda siang dengan pergerakan di kisaran 529,87-532,82. Pagi tadi, indeks dibuka dengan penguatan 0,43% atau 2,30 poin di posisi 532,10, setelah pada Selasa (14/11) berakhir melemah 0,63% atau 3,34 poin di level 529,80.  Sebanyak 8 saham bergerak menguat, 14 saham melemah, dan 5 saham stagnan dari 27 saham anggota indeks Bisnis27. Saham PT Bank Central Asia Tbk. (BBCA) yang menguat 1,95% menjadi pendorong utama terhadap pergerakan indeks Bisnis27 di akhir sesi I, diikuti saham PT Gudang Garam Tbk. (GGRM) yang menguat 2,53%. Sejalan dengan Bisnis 27, indeks harga saham gabungan (IHSG) naik 0,14% atau 8,23 poin ke level 5.996,52 di akhir sesi I, setelah dibuka dengan penguatan 0,23% atau 13,63 poin di level 6.001,92. Sepanjang perdagangan hari ini, IHSG terpantau bergerak di kisaran 5.989,30 - 6.009,39. Berikut adalah harga saham Bisnis27 di akhir sesi I : Kode Nama Perusahaan Harga (Rp) AALI PT Astra Agro Lestari Tbk 14525 ADRO PT Adaro Energy Tbk 1775 AKRA PT AKR Corporindo Tbk 7150 ASII PT Astra International Tbk 8225 BBCA PT Bank Central Asia Tbk 20875 BBNI PT Bank Negara Indonesia Tbk 7675 BBRI PT Bank Rakyat Indonesia Tbk 3170 BDMN PT Bank Danamon Indonesia Tbk 5500 BMRI PT Bank Mandiri Tbk 7000 BMTR PT Global Mediacom Tbk 595 BSDE PT Bumi Serpong Damai Tbk 1665 CPIN PT Charoen Pokphand Indonesia Tbk 3090 GGRM PT Gudang Garam Tbk 77875 ICBP PT Indofood CBP Sukses Makmur Tbk 8625 INCO PT Vale Indonesia Tbk 3020 INDF PT Indofood Sukses Makmur Tbk 7950 INTP PT Indocement Tunggal Prakarsa Tbk 20000 ITMG PT Indo Tambangraya Megah Tbk 20100 KLBF PT Kalbe Farma Tbk 1600 LPKR PT Lippo Karawaci Tbk 595 MNCN PT Media Nusantara Citra Tbk 1475 PGAS PT Perusahaan Gas Negara Tbk 1790 PTBA PT Tambang Batubara Bukit Asam Tbk 11500 SCMA PT Surya Citra Media Tbk 1995 SMGR PT Semen Indonesia Tbk 9900 TLKM PT Telekomunikasi Indonesia Tbk 4140 UNTR PT United Tractors Tbk 33275  Sumber: Bloomberg","positif"
"191","Pelanggan tunda beli mobil di Februari 2021, penjualan Astra (ASII) menurun","KONTAN.CO.ID - JAKARTA. Penjualan kendaraan roda empat dalam dua bulan pada Februari menurun. Analis Maybank Kim Eng Sekuritas Isnaputra Iskandar dalam riset Senin 15 Maret 2021 mengatakan, volume penjualan mobil wholesales (dari pabrik ke diler) pada Februari turun 7% secara month on month (MoM) menjadi 49.202 unit.  Menurut Isnaputra, para pembeli menunda transaksi untuk mendapatkan keuntungan dari keringanan pajak baru yang berlaku di bulan Maret - November 2021. Penurunan volume penjualan mobil wholesales sejalan dengan penurunan volume ritel (penjualan dari pabrikan ke diler) sebesar 13,1% MoM menjadi 46.943 unit. Namun, volume penjualan wholesales PT Astra International Tbk (ASII) hanya turun 1,6% secara MoM menjadi 26.408 unit. Ini karena volume penjualan Daihatsu masih tumbuh 4,7% secara MoM dan penjualan Isuzu & Peugeot naik 3,5% MoM. Penurunan wholesales ASII mengimbangi penurunan 5,6% MoM pada volume Toyota. Bahkan pangsa pasar Astra International meningkat menjadi 53,7% di Februari 2021 dari 50,7% di Januari 2021. Dalam dua bulan di 2021, pangsa pasar Astra sebesar 52,1% sedikit lebih tinggi dari asumsi kami sebesar 50,9%. Menurut Isnaputra, volume penjualan ASII akan lebih kuat pada Maret - Mei karena pada pemerintah memberikan subsidi 100% untuk pajak penjualan atas barang mewah (PPnBM). Untuk itu, dia memberi rekomendasi BUY saham ASII dengan target harga Rp 8.000 per saham.  Pada tahun ini, Maybank Kim Eng Sekuritas memperkirakan, volume penjualan ASII bisa mencapai 358.738 unit, naik 14,8% secara yoy. Sedangkan pada tahun 2021, total penjualan mobil diperkirakan naik 14,5% secara yoy mencapai 704.468 unit.  Produk AS dibenci di China, penjualan iPhone terus melonjak","positif"
"192","Kontribusi Otomotif Astra Terbesar di Indonesia","JAKARTA - PT Astra International Tbk (ASII
) berkomitmen memproduksi mobil listrik, walau kini masih berkonsentrasi di mobil hybrid. Astra akan mengikuti regulasi yang diberlakukan pemerintah Indonesia untuk mendukung pengembangan mobil listrik.
Astra juga telah membicarakan dan melakukan koordinasi yang intensif antara lain dengan principal Toyota di Jepang. Saat ini, Toyota sudah mempunya 10 model mobil elektrifikasi.
Presiden Direktur (Presdir) PT Astra International Tbk (ASII
) Djony Bunarto Tjondro saat media visit ke BeritaSatu Media Holdings secara virtual, Senin (15/3), Astra berkomitmen memproduksi mobil listrik ke depan bekerja sama dengan pabrikan otomotif asal Jepang Toyota, karena mobil listrik ini adalah suatu keniscayaan di masa depan. Meski kini otomotif diterjang pandemi Covid-19, lanjut dia, kontribusinya terbesar kepada Astra.
""Kontribusi otomotif dan terkait kepada Astra sekitar 55%. Ini bukan hanya otomotif ya, tetapi otomotif dan kaitannya seperti jasa keuangan. Sedangkan puncaknya, seingat saya 20 tahun lalu, kontribusi otomotif itu sekitar 90%. Namun, kemudian, kami kan juga melakukan diversifikasi bisnis di Astra,"" paparnya.
Dalam kontribusi otomotif ini, motor menjadi penyumbang yang besar, karena pasar motor di Indonesia besar sekali. Pada 2011 misalnya, pasar motor baru di Indonesia 8 juta unit. Tahun lalu, diperkirakan masih terjual 3,9 juta motor baru, meski turun dibandingkan 2019 yang 6,5 juta unit.
""Sedangkan kontributor terbesar kedua tentunya UT Group. Ini menangani seperti equipment, mining, construction, dan energi,"" imbuhnya.
Dengan didukung pasar otomotif yang masih besar, lanjut dia, principal seperti Toyota juga terus berkomitmen berinvestasi di Indonesia. Toyota tercatat telah berkomitmen investasi sebesar US$ 2 miliar di Indonesia.
""Toyota memang sudah ada komitmen investasi yang besar, untuk semua grup Toyota yang ada di Indonesia, dari hulu hingga hilir. Ini termasuk di dalamnya pengembangan BEV. Tidak menutup kemungkinan BEV diproduksi di Indonesia, tetapi semua ada hitungan dan skala ekonominya,"" ucap dia.
Toyota akan memperhitungkan apakah masyarakat Indonesia sudah bisa menerima BEV dengan penuh dan kemudian infrastrukturnya apakah sudah tersedia.
Di sisi lain, pihaknya juga tidak mau ketinggalan terkait pengembangan mobil listrik, itulah sebabnya sudah mempunyai roadmap untuk mobil listrik, meski belum bisa menyampaikan secara detail.
""Kami kan tidak bisa menunggu, ini masalah antara telur sama ayam. Buat kami adalah akan mempersiapkan terus, kalau timing-nya tepat, secara bertahap kami akan luncurkan. Tetapi, Toyota mempunyai komitmen untuk menyukseskan agenda besar pemerintah, untuk misalnya 3-5 tahun ke depan ikut mempopulerkan penggunaan BEV. Kalau memang 15-20 tahun lagi semuanya harus BEV, saya pastikan bahwa kami harus siap,"" ucap Djony.
Djony menegaskan pula, meski dalam situasi pandemi Covid-19 saat ini, pihaknya tidak boleh kehilangan pandangan ke arah masa depan. Itulah sebabnya, investasi atau belanja modal yang memang penting untuk masa depan harus dilakukan.
""Ambil contoh pada November tahun lalu, kami masih membeli jalan tol. Kami juga membeli sisa 50% saham dari partner di asuransi jiwa Aviva, nilainya Rp 1,4 triliun. Sedangkan yang jalan tol itu kurang lebih Rp 600 miliar. Tak hanya ekspansi unit bisnis, bahkan bisa saja bikin pilar bisnis baru, kami tidak segan-segan mengucurkan investasi di sana,"" tandasnya.","positif"
"193","Kinerja susut di 2020, begini prospek Astra International (ASII) tahun ini","KONTAN.CO.ID - JAKARTA. Pandemi Covid-19 turut menekan kinerja PT Astra International Tbk (ASII) sepanjang tahun lalu. Pendapatan ASII di tahun 2020 capai Rp 175,05 triliun atau menyusut 26,19% dari periode yang sama tahun sebelumnya Rp 237,17 triliun. Adapun laba yang dapat diatribusikan pada pemilik entitas induk tercatat sebesar Rp 16,16 triliun. Realisasi ini turun laba bersih di tahun 2019 yang mencapai Rp 19,46 triliun. Walau begitu, Analis Binaartha Sekuritas Muhammad Nafan Aji Gusta Utama tetap menilai, prospek bisnis emiten ini terbilang masih baik ke depannya. Menurut dia, pada periode bulan puasa dan Idul Fitri akan mendukung optimisme kenaikan permintaan pada kendaraan. Selain itu, sentimen positif DP 0% untuk mobil dan tren penurunan suku bunga, menjadi peluang ASII memperbaiki kinerja pada tahun ini. Tak hanya itu, Nafan menambahkan, sentimen dari optimisme pertumbuhan ekonomi yang didukung oleh program vaksinasi Covid-19 secara massal dan berkesinambungan juga mendukung prospek positif pada sektor otomotif. ""Karena perusahaan Astra ter-diversifikasi, maka membaiknya prospek batubara, kelapa sawit, maupun otomotif tentunya diharapkan akan mampu meningkatkan kinerja pada tahun 2021,"" ujarnya, Jumat (25/2). Proyeksi kinerja yang lebih baik juga didukung adanya potensi pemulihan ekspor otomotif pada Q1/2021. Sementara harga komoditas CPO, emas, dan batu bara masih cenderung bullish trend. Nafan menilai, secara valuasi harga saham ASII , anggota indeks Kompas100 ini, sudah dikategorikan murah dengan dengan PBV di angka 1.13 kali dan PE sudah di angka 13.66 kali. Secara teknikal, pergerakan saham ASII saat ini berada di batas bawah dari pola up channel, maka secara jangka panjang semestinya tren pada saham ASII masih berpotensi menguat. Indikator RSI mulai berada pada area jenuh jual sehingga menurut Nafan menarik untuk dicermati karena harga saham dikategorikan murah. Ia menyarankan akumulasi saham ASII dengan estimasi target jangka panjang berada pada level Rp 7.775 dengan estimasi suport bagi saham ASII pada 2021 di Rp 4.310. Pada penutupan perdagangan Jumat (25/2), saham ASII terkoreksi 3,14% ke harga Rp 5.400 per saham.      Waspada! Ada makin banyak emiten dengan ekuitas negatif","positif"
"194","Pacu Kinerja Tahun Ini ASII Siap Gelontorkan Capex Hingga Rp12 Triliun","Ipotnews - Demi memulihkan sekaligus meningkatkan kinerja akibat terdampak pandemi Covid-19, PT Astra International Tbk (ASII
) akan meningkatkan belanja modal (capex) hingga 50 persen pada tahun ini.
Adapun menurut Head of Investor Relations ASII
, Tira Ardianti tahun lalu realisasi capex grup Astra mencapai Rp8,3 triliun pada 2020.
''Untuk tahun 2021 diperkirakan capex akan naik sekitar 50 persen di kisaran Rp11 triliun-Rp12 triliun,"" jelasnya seperti dikutip  Bisnis , Jumat (26/2).
Seperti diketahui, ASII
telah melakukan penghematan biaya operasional dan belanja modal pada masa pandemi 2020 untuk menjaga ketahanan keuangan. Anggaran capex ASII
pada 2020 dipangkas hingga separuh menjadi sekitar Rp10 triliun. Tira menunjukkan hingga September 2020 perseroan telah menyerap belanja modal tersebut sekitar Rp5 triliun. Belanja modal rutin yang bisa ditunda atau keperluan yang bukan prioritas pun urung dikeluarkan. Sementara belanja modal yang memang diperlukan untuk kelangsungan bisnis ke depan tetap dikucurkan seperti akuisisi saham Aviva di Astra Life dan akuisis jalan tol.
ASII
juga masih akan menerapkan belanja modal dengan pembagian yang relatif sama dengan tahun-tahun sebelumnya. Dari total belanja hingga Rp12 triliun, belanja terbesar akan berasal dari grup alat berat, pertambangan, konstruksi dan energi, sekitar 40 persen-45 persen total belanja modal.
Sementara itu, belanja modal sisanya diserap oleh divisi otomotif, infrastruktur, logistik, dan lini bisnis lainnya. Berbagai langkah strategi bisnis pun diterapkan ASII
agar menghasilkan kinerja yang terbaik. Disiplin keuangan dilakukan, termasuk berinovasi dan kreatif dalam penawaran produk dan jasa ke pelanggan. ASII
juga berkomitmen terus melakukan perbaikan dalam menjalankan operasional bisnis akan terus dilakukan baik ada pandemi ataupun tidak ada pandemi, sehingga kinerjanya dapat segera pulih.
Mengutip KONTAN, berdasarkan laporan keuangan per 31 Desember 2020, ASII
mencatatkan pendapatan bersih yang anjlok 26,2 persen menjadi Rp175,046 triliun. Jumlah itu lebih rendah dari pendapatan pada 2019 sebesar Rp237,166 triliun. Di tengah pandemi sepanjang 2020, beban penjualan meningkat dari Rp9,96 triliun pada 2019 menjadi Rp11,75 triliun pada 2020. Sementara itu, beban umum dan administrasi mengalami penurunan tipis menjadi Rp13,93 triliun dari tahun sebelumnya Rp14,09 triliun.
Di sisi lain, ASII
mendapatkan keuntungan dari divestasi saham PT Bank Permata Tbk sebesar Rp5,88 triliun yang menjadi faktor penambah pendapatan. Sementara penghasilan dari ventura bersama dan entitas asosiasi pun turut menurun.
Dengan demikian, laba bersih yang diatribusikan kepada pemilik entitas induk mengalami penurunan 25,53 persen menjadi Rp18,57 triliun. Pada 2019, ASII
meraup laba bersih laba bersih Rp21,7 triliun. (winardi)","positif"
"195","Perkuat Bisnis Asuransi Jiwa - Astra Resmi Akuisisi 99,99% Saham Astra Life","NERACA Jakarta – Komitmen PT Astra Internasional Tbk (ASII) perkuat bisnis di industri keuangan, termasuk asuransi dibuktikan dengan aksi korporasi perseroan melalui PT Sedaya Multi Investama mengakuisisi 49,99% saham di PT Astra Aviva Life atau Astra Life dari Aviva International Holdings Limited. Dalam siaran persnya di Jakarta, kemarin, Astra International mengumumkan akuisisi 49,99% saham Astra Life dari Aviva. Maka dengan terlaksananya transaksi tersebut, Astra Life kini dimiliki 99,99% oleh perseroan baik secara langsung maupun tidak langsung. Direktur Astra International Suparno Djasmin menyampaikan ucapan terima kasih atas kemitraan yang terjalin dengan Aviva selama 6 tahun. Penambahan porsi kepemilikan menjadi cerminan optimisme perseroan terhadap industri asuransi.”Akuisisi ini merupakan wujud kepercayaan kami terhadap industri asuransi jiwa yang memiliki prospek menjanjikan di Indonesia,”ujarnya. Asal tahu saja, Astra dan Aviva menguasai saham Astra Life dengan komposisi sama besar sebelum akuisisi. ASII mengempit sebesar 49,999962%, Aviva Holdings International Ltd. (Aviva) sebesar 49,999962% dan Koperasi Astra International (KAI) sebesar 0,000076%. Seperti diketahui, Astra Life merupakan perusahaan asuransi jiwa yang menawarkan produk seperti perlingungan jiwa, kesehatan, kecelekaan, asuransi jiwa yang dikaitkan dengan investasi, asuransi jiwa syariah, dan nasabah korproasi berupa program kesehatan karyawan dan dana pensiun. Akuisisi tersebut sebenarnya sudah direncanakan sejak lama. Pada 5 Maret 2020 lalu, Astra dan Aviva menandatangani Conditional Share Purchase Agreement sehubungan dengan rencana pembelian seluruh saham Aviva di Astra Life. hal itu tercatat dalam laporan keuangan Astra per triwulan III 2020 lalu. Berdasarkan laporan keuangan, Astra Life menyumbang pendapatan bersih kepada Astra senilai Rp 21 miliar dalam sembilan bulan tahun ini. Adapun, Astra Life menambah lebih dari 1.012.000 nasabah baru asuransi jiwa perorangan dan 55.000 nasabah baru asuransi program kesejahteraan karyawan selama periode tersebut. Meski begitu, kinerja Astra dari sektor jasa keuangan pada triwulan III 2020, mengalami penurunan laba bersih. Laba bersih sektor bisnis ini hanya Rp 2,75 triliun atau turun 36% dibandingkan Rp 4,3 triliun. Terutama disebabkan oleh peningkatan provisi guna menutupi peningkatan kerugian kredit bermasalah pada bisnis pembiayaan konsumen dan alat berat. Sebagai informasi, hingga kuartal dua 2020, Astra Life membukukan premi senilai Rp 1,34 triliun atau turun 15,06% (yoy) dibandingkan dengan kuartal II 2019 senilai Rp 1,55 triliun. Pada kuartal II 2020, klaim senilai Rp 274,25 triliun naik 1,25% (yoy) dari kuartal II 2019 senilai Rp 270,85 triliun. Total aset perseroan hingga Juni 2020 itu tercatat sebesar Rp 5,68 triliun atau turun 3,56% (yoy) dari posisi Juni 2019 senilai Rp 5,89 triliun. Meskipun begitu, pada kuartal II 2020, Astra Life justru membukukan laba Rp 3,18 miliar atau berbalik untung dibandingkan dengan kuartal dua 2019 yang merugi Rp 63,11 miliar.","positif"
"196","Pangsa Pasar Astra Balik ke Posisi Sebelum Pandemi Covid-19","Pangsa pasar (market shaer) otomotif PT Astra International Tbk (ASII) menunjukkan tanda perbaikan. Market share Astra tercatat sudah balik ke posisi sebelum pandemi covid-19. Mengacu data Gaikindo, market share penjualan mobil Astra pada Oktober mencapai 54% dengan jumlah penjualan kendaraan sebanyak 26.410 unit. Market share Astra tercatat sempat anjlok hingga 31% pada Mei 2020 dan perlahan mulia pulih. Terakhri Astra menguasai pangsa pasar 54% pada Februari 2020. Pada Maret sempat melesat 60%, tapi setelah itu terus merosot.Untuk penjualan bulanan, angka penjualan Oktober naik dari posisi September 2020 sebanyak 25.799 unit. Namun, jika dibandingkan dengan tahun lalu, penjualan di Oktober drop 48,50% dari penjualan periode yang sama tahun lalu 51.280 unit. Secara terperinci, kontribusi penjualan mobil Astra terbesar dari Toyoya sebanyak 16.419 unit, disusul Daihatsu 8.298 unit. Sedangkan Isuzu dan UD Trucks masing-masing 1.634 dan 59 unit. Penjualan Peugeot stagnan 9 unit. Sementara itu, penjualan kendaraan LGGC Grup Astra turun menjadi 7.349 unit dari September 10.071 unit.Sampai dengan Oktober 2020, penjualan Grup Astra secara konsolidasi mencapai 218.627 unit, sedangkan penjualan mobil non Astra mencapai 202.464 unit. Meski demikian jumlah ini masih lebih rendah dari capaian di periode yang sama tahun lalu.""Selama lima bulan terakhir, penjualan mobil Astra dan nasional secara konsisten mengalami kenaikan. Kami berharap peningkatan ini terus berlanjut pada kuartal IV 2020, sehingga dapat menjadi katalis positif bagi sektor lainnya dan membantu pemulihan ekonomi nasional lebih cepat,"" ujar Head of Corporate Communications Astra Boy Kelana Soebroto.Pada periode Oktober 2020, market share Grup Astra berhasil naik tipis menjadi 54% dari September 53%. Sedangkan, untuk segmen LCGC turun menjadi 66% dari sebelumnya 73%.","positif"
"197","Astra (ASII) membagikan dividen dengan yield lebih kecil","KONTAN.CO.ID - JAKARTA. Ada sedikit penyegar bagi pemegang saham Grup Astra di tengah fluktuasi bursa saat ini. Cum dividen interim sejumlah anggota grup konglomerasi ini bakal berlangsung pekan depan. Cum dividen interim PT Astra International Tbk (ASII) jatuh pada 6 Oktober. PT United Tractors Tbk (UNTR) berlangsung pada tanggal yang sama. Sedangkan PT Astra Agro Lestari Tbk (AALI) pada 7 Oktober. Tanggal tersebut merupakan tanggal cum date di pasar reguler dan negosiasi yang artinya tingkat pengembalian atawa yield dividen Grup Astra masih bisa berubah. Namun, jika mengacu pada tanggal kemarin, yield tersebut turun secara tahunan. Dengan nilai Rp 27 per saham dan mengacu pada harga penutupan Jumat (2/10), yield dividen ASII hanya 0,59%, turun dibanding periode yang saham tahun sebelumnya, 0,90%. UNTR membagikan dividen Rp 171 per saham. Yield dividen saham ini hanya 0,7%. Padahal, yield dividen interim tahun lalu sebesar 2%. Laba ASII semester pertama kemarin sejatinya naik 16% secara tahunan menjadi Rp 11,38 triliun. Namun, jika mengeluarkan faktor divestasi PT Bank Permata Tbk (BNLI) turun 44% secara tahunan menjadi Rp 5,5 triliun. ""Jadi, wajar kalau nilai dan yield dividen interim ASII turun,"" ujar analis Jasa Utama Capital Chris Apriliyoni, Jumat (2/10). Head of Research Panin Sekuritas Nico Laurens menjelaskan, laba bersih ASII terbantu oleh divestasi, bukan kinerja organik. Pendapatannya turun 22,7% secara tahunan menjadi Rp 89,79 triliun. ""Laba operasinya juga turun 38,8%,"" kata Nico. IHSG masih stagnan, walau likuiditas berlimpah","positif"
